timestamp,direction,port,arb_id,arb_dev_type,arb_mfr,api_class,api_index,device_id,payload_hex,description
2026-03-08T19:52:30.858751,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9b 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.869751,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.878755,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9c 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.889750,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.898751,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9b 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.900750,RX,COM7,0x0205b869,0x2,0x05,0x2e,0x1,41,00 00 00 20 00 41 00 00,"Status frame 1 (new)"
2026-03-08T19:52:30.909750,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.918749,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9c 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.928748,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.938751,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9c 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.949272,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.958793,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 9b 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.968813,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.977795,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 99 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:30.988789,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
2026-03-08T19:52:30.998797,RX,COM7,0x0205b829,0x2,0x05,0x2e,0x0,41,00 00 98 06 00 19 80 00,"Status frame 0 (new)"
2026-03-08T19:52:31.008790,TX,COM7,0x02050029,0x2,0x05,0x0,0x0,41,00 00 80 bf 02 00 00 00,"Set setpoint Voltage = -1.000"
